,Domain,Area Code (M49),Area,Element,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description
6020,Emissions Totals,620,Portugal,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,1377.1996,E,Estimated value
6021,Emissions Totals,620,Portugal,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0152,E,Estimated value
6022,Emissions Totals,620,Portugal,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,1396.6941,E,Estimated value
6023,Emissions Totals,620,Portugal,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0158,E,Estimated value
6024,Emissions Totals,620,Portugal,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,1409.463,E,Estimated value
6025,Emissions Totals,620,Portugal,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0156,E,Estimated value
6026,Emissions Totals,620,Portugal,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,1458.4097,E,Estimated value
6027,Emissions Totals,620,Portugal,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0159,E,Estimated value
6028,Emissions Totals,620,Portugal,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,1471.4527,E,Estimated value
6029,Emissions Totals,620,Portugal,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.016,E,Estimated value
6030,Emissions Totals,620,Portugal,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,1482.3795,E,Estimated value
6031,Emissions Totals,620,Portugal,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0162,E,Estimated value
6032,Emissions Totals,620,Portugal,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,1480.7681,E,Estimated value
6033,Emissions Totals,620,Portugal,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0162,E,Estimated value
6034,Emissions Totals,620,Portugal,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,1480.7681,E,Estimated value
6035,Emissions Totals,620,Portugal,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0154,E,Estimated value
6036,Emissions Totals,620,Portugal,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,1200.3455,E,Estimated value
6037,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0017,E,Estimated value
6038,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,687.8511,E,Estimated value
6039,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0016,E,Estimated value
6040,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,793.2549,E,Estimated value
6041,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0017,E,Estimated value
6042,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,769.4457,E,Estimated value
6043,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0019,E,Estimated value
6044,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,834.4435,E,Estimated value
6045,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0018,E,Estimated value
6046,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,799.0957,E,Estimated value
6047,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0018,E,Estimated value
6048,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,831.3882,E,Estimated value
6049,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0018,E,Estimated value
6050,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,952.3142,E,Estimated value
6051,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0033,E,Estimated value
6052,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,1763.671,E,Estimated value
6053,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0035,E,Estimated value
6054,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,1990.6155,E,Estimated value
6055,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0035,E,Estimated value
6056,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,2018.4215,E,Estimated value
6057,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0035,E,Estimated value
6058,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,1882.0912,E,Estimated value
6059,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0034,E,Estimated value
6060,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,2108.1383,E,Estimated value
6061,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0039,E,Estimated value
6062,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,2607.5833,E,Estimated value
6063,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0041,E,Estimated value
6064,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,2583.7563,E,Estimated value
6065,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.005,E,Estimated value
6066,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,3005.3841,E,Estimated value
6067,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0035,E,Estimated value
6068,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,2882.7406,E,Estimated value
6069,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0038,E,Estimated value
6070,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,2688.5535,E,Estimated value
6071,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0033,E,Estimated value
6072,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,2065.0043,E,Estimated value
6073,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.004,E,Estimated value
6074,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,1899.4362,E,Estimated value
6075,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0038,E,Estimated value
6076,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,2053.312,E,Estimated value
6077,Emissions Totals,634,Qatar,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0039,E,Estimated value
6078,Emissions Totals,634,Qatar,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,1770.234,E,Estimated value
6079,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0672,E,Estimated value
6080,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,6745.6541,E,Estimated value
6081,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0661,E,Estimated value
6082,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,6588.9145,E,Estimated value
6083,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0698,E,Estimated value
6084,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,6595.3232,E,Estimated value
6085,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0719,E,Estimated value
6086,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,6723.7243,E,Estimated value
6087,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0697,E,Estimated value
6088,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,6753.7388,E,Estimated value
6089,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0695,E,Estimated value
6090,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,6512.037,E,Estimated value
6091,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0694,E,Estimated value
6092,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,6473.4046,E,Estimated value
6093,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0676,E,Estimated value
6094,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,6453.1633,E,Estimated value
6095,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0692,E,Estimated value
6096,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,6543.0215,E,Estimated value
6097,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.073,E,Estimated value
6098,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,7260.6718,E,Estimated value
6099,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0726,E,Estimated value
6100,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,7410.7724,E,Estimated value
6101,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0795,E,Estimated value
6102,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,8065.5401,E,Estimated value
6103,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0821,E,Estimated value
6104,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,8278.0512,E,Estimated value
6105,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0805,E,Estimated value
6106,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,7731.9119,E,Estimated value
6107,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0817,E,Estimated value
6108,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,7891.8043,E,Estimated value
6109,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0819,E,Estimated value
6110,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,7899.2146,E,Estimated value
6111,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0905,E,Estimated value
6112,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,8521.9539,E,Estimated value
6113,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0992,E,Estimated value
6114,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,8836.7757,E,Estimated value
6115,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.1,E,Estimated value
6116,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,8913.3614,E,Estimated value
6117,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.1,E,Estimated value
6118,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,8913.3614,E,Estimated value
6119,Emissions Totals,410,Korea,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.1117,E,Estimated value
6120,Emissions Totals,410,Korea,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,8293.5581,E,Estimated value
6121,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0022,E,Estimated value
6122,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,213.1383,E,Estimated value
6123,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0023,E,Estimated value
6124,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,214.0231,E,Estimated value
6125,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0008,E,Estimated value
6126,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,83.5292,E,Estimated value
6127,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0032,E,Estimated value
6128,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,343.0207,E,Estimated value
6129,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.004,E,Estimated value
6130,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,304.0655,E,Estimated value
6131,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0037,E,Estimated value
6132,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,299.0872,E,Estimated value
6133,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0042,E,Estimated value
6134,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,270.8138,E,Estimated value
6135,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0039,E,Estimated value
6136,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,336.6501,E,Estimated value
6137,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.004,E,Estimated value
6138,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,372.8896,E,Estimated value
6139,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0032,E,Estimated value
6140,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,258.5492,E,Estimated value
6141,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0035,E,Estimated value
6142,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,334.2846,E,Estimated value
6143,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0035,E,Estimated value
6144,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,332.0286,E,Estimated value
6145,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0037,E,Estimated value
6146,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,348.8523,E,Estimated value
6147,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0042,E,Estimated value
6148,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,376.0687,E,Estimated value
6149,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0048,E,Estimated value
6150,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,430.3776,E,Estimated value
6151,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0041,E,Estimated value
6152,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,378.9288,E,Estimated value
6153,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0042,E,Estimated value
6154,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,391.27,E,Estimated value
6155,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0043,E,Estimated value
6156,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,401.6013,E,Estimated value
6157,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0042,E,Estimated value
6158,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,407.3444,E,Estimated value
6159,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0042,E,Estimated value
6160,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,407.3444,E,Estimated value
6161,Emissions Totals,498,Moldova,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0044,E,Estimated value
6162,Emissions Totals,498,Moldova,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,390.1221,E,Estimated value
6163,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0172,E,Estimated value
6164,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,2282.3303,E,Estimated value
6165,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0176,E,Estimated value
6166,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,2702.0296,E,Estimated value
6167,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0214,E,Estimated value
6168,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,2665.3187,E,Estimated value
6169,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0225,E,Estimated value
6170,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,3019.3729,E,Estimated value
6171,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0312,E,Estimated value
6172,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,3441.1031,E,Estimated value
6173,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0253,E,Estimated value
6174,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,3386.3589,E,Estimated value
6175,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0146,E,Estimated value
6176,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,1940.6702,E,Estimated value
6177,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0168,E,Estimated value
6178,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,2361.9886,E,Estimated value
6179,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0183,E,Estimated value
6180,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,2374.4195,E,Estimated value
6181,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0137,E,Estimated value
6182,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,1734.6211,E,Estimated value
6183,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0155,E,Estimated value
6184,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,1754.2399,E,Estimated value
6185,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0151,E,Estimated value
6186,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,1923.3486,E,Estimated value
6187,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0169,E,Estimated value
6188,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,1971.7866,E,Estimated value
6189,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0174,E,Estimated value
6190,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,1913.8516,E,Estimated value
6191,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0173,E,Estimated value
6192,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,1985.4129,E,Estimated value
6193,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0173,E,Estimated value
6194,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,2003.3494,E,Estimated value
6195,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0176,E,Estimated value
6196,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,2074.0231,E,Estimated value
6197,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0178,E,Estimated value
6198,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,2066.2476,E,Estimated value
6199,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0174,E,Estimated value
6200,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,2007.6227,E,Estimated value
6201,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0174,E,Estimated value
6202,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,2007.6227,E,Estimated value
6203,Emissions Totals,642,Romania,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0166,E,Estimated value
6204,Emissions Totals,642,Romania,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,1808.3258,E,Estimated value
6205,Emissions Totals,643,Russia,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.3344,E,Estimated value
6206,Emissions Totals,643,Russia,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,24449.5172,E,Estimated value
6207,Emissions Totals,643,Russia,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.3341,E,Estimated value
6208,Emissions Totals,643,Russia,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,24796.2025,E,Estimated value
6209,Emissions Totals,643,Russia,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.3389,E,Estimated value
6210,Emissions Totals,643,Russia,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,25703.5851,E,Estimated value
6211,Emissions Totals,643,Russia,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.3324,E,Estimated value
6212,Emissions Totals,643,Russia,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,24555.5781,E,Estimated value
6213,Emissions Totals,643,Russia,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.327,E,Estimated value
6214,Emissions Totals,643,Russia,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,23422.0117,E,Estimated value
6215,Emissions Totals,643,Russia,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.3238,E,Estimated value
